mysql> SELECT * FROM students WHERE YEAR(date_of_birth) = 1990;
+------+-----------+--------------+------------+---------------+------------------+----------------+---------------------+----------------------------------+
| id   | degree_id | name         | surname    | date_of_birth | fiscal_code      | enrolment_date | registration_number | email                            |
|  635 |        45 | Boris         | Riva       | 1990-12-28    | FWYSKJ18E55V673Z | 2020-10-30     | 620667              | sandro72@gmail.com                   |
|  636 |        14 | Mercedes      | Ferrari    | 1971-10-24    | DAGXDM51V31D403F | 2020-05-07     | 620668              | bmancini@gmail.com                   |
|  637 |         1 | Grazia        | Amato      | 1984-11-08    | LZHMHH32E10L021N | 2019-04-06     | 620669              | wneri@libero.it                      |
|  638 |         5 | Marcella      | De rosa    | 1990-08-29    | IQDFNY14D55U297S | 2018-09-11     | 620670              | assia.palumbo@libero.it              |
|  639 |        17 | Rita          | Gentile    | 1992-10-27    | GPEXRO85W22D251K | 2020-03-19     | 620671              | zaccaria.bianchi@lombardi.com        |
|  640 |        49 | Fortunata     | Ferri      | 1986-08-03    | GUZITV39R36X234E | 2020-09-27     | 620672              | sarita22@email.it                    |
|  642 |        11 | Sue ellen     | Ruggiero   | 1994-04-30    | LSSZGE27H14Y567C | 2018-12-25     | 620674              | basile.noemi@hotmail.com             |
|  643 |         9 | Loris         | Galli      | 1973-04-22    | DWNZJU86P44Z542S | 2019-12-16     | 620675              | dsorrentino@gmail.com                |
|  645 |        42 | Sasha         | De Angelis | 1988-07-29    | NJVEFP97I72W323M | 2020-12-20     | 620677              | palumbo.lamberto@donati.it           |
|  646 |        15 | Carlo         | Martino    | 1980-04-08    | CUNQIF76C22B482V | 2019-08-06     | 620678              | eusebio16@libero.it                  |
|  649 |        44 | Ivonne        | Marini     | 1974-06-29    | IFFAFL18U12A578F | 2021-05-27     | 620681              | neri.odino@email.it                  |
|  650 |        20 | Mirco         | Galli      | 1985-11-23    | GQKPTX65E49F649F | 2021-02-10     | 620682              | ferraro.gianantonio@hotmail.com      |
|  652 |        48 | Lorenzo       | Silvestri  | 1981-07-26    | IVBAKE49B90I682U | 2020-04-28     | 620684              | promano@leone.com                    |
|  653 |        37 | Ortensia      | Grasso     | 1993-11-24    | RJPDBU10U59L216F | 2018-10-06     | 620685              | guerra.mirco@yahoo.com               |
|  654 |        56 | Manfredi      | Martini    | 1979-02-01    | HCKOIJ43T15N095M | 2019-06-10     | 620686              | fernando97@yahoo.it                  |
|  655 |        11 | Samira        | Damico     | 1973-03-18    | LNZQAM80Q66H623A | 2019-01-11     | 620687              | piccarda.grasso@serra.it             |
|  657 |        16 | Gelsomina     | Coppola    | 1981-06-15    | YPGGMQ54T78I243Y | 2018-07-17     | 620689              | longo.cassiopea@email.it             |
|  658 |        56 | Ludovico      | Grasso     | 1973-05-16    | BIFUSX39P99W179V | 2020-05-19     | 620690              | mazza.danthon@ferraro.it             |
|  659 |        58 | Enrico        | Martinelli | 1984-11-16    | YHFWEZ62A63R702R | 2018-06-23     | 620691              | loretta.mazza@bruno.net              |
|  660 |        36 | Selvaggia     | Rossi      | 1991-12-28    | QVBQHV40K30X755L | 2019-02-19     | 620692              | romano.pablo@martino.it              |
|  661 |        67 | Giacobbe      | Costantini | 1980-09-27    | IDDPNP01R77Q791D | 2019-09-06     | 620693              | martini.domiziano@costantini.com     |
|  662 |        14 | Marcella      | Conte      | 1989-02-04    | WGZAVY20L51F017S | 2021-04-28     | 620694              | oretta.caputo@caputo.com             |
|  663 |        38 | Dante         | Grasso     | 1976-08-03    | UAKBMV65K53U592X | 2021-01-17     | 620695              | ileana.carbone@libero.it             |
|  664 |        22 | Elio          | Bianco     | 1991-12-20    | HQUWTV69Z43O244S | 2019-05-05     | 620696              | psilvestri@yahoo.it                  |
|  667 |        15 | Matilde       | Gatti      | 1982-01-30    | EXIDRQ68N16U992H | 2020-09-12     | 620699              | dmessina@gmail.com                   |
|  668 |        37 | Leone         | Rinaldi    | 1986-02-14    | FNDQMK43F33Y902J | 2020-12-04     | 620700              | ggiuliani@yahoo.it                   |
|  669 |        60 | Lidia         | Piras      | 1995-01-05    | XAJDLV37L46N454J | 2018-10-30     | 620701              | guendalina.ferri@hotmail.com         |
|  670 |        12 | Italo         | Sartori    | 1973-03-03    | KXWFHU91H91H736E | 2019-11-13     | 620702              | fontana.eusebio@rinaldi.it           |
|  671 |        50 | Rodolfo       | Grasso     | 1973-04-05    | QPEKEE31J64P882O | 2019-01-08     | 620703              | cira61@russo.it                      |
|  672 |        58 | Manfredi      | Amato      | 1985-12-17    | SLQTGY48W17F724V | 2021-05-27     | 620704              | piras.graziano@ferrari.com           |
|  676 |        53 | Davide        | De Santis  | 1974-03-17    | TDKLDN14R32K585K | 2020-06-20     | 620708              | priva@battaglia.it                   |
|  677 |        20 | Ninfa         | Sorrentino | 1981-11-09    | KFJTSE87Y89Z547Z | 2019-05-16     | 620709              | xbarbieri@libero.it                  |
|  680 |        34 | Marina        | Pagano     | 1980-06-09    | BMWKOB02X92Z338D | 2019-08-15     | 620712              | akira88@barbieri.com                 |
|  681 |        48 | Miriana       | Ferrari    | 1981-01-10    | XZYJWY73F52C130W | 2018-07-31     | 620713              | lamberto51@yahoo.it                  |
|  683 |        28 | Rocco         | Coppola    | 1989-10-03    | RQGYRR43F74M356E | 2020-06-26     | 620715              | zmoretti@gmail.com                   |
|  684 |        57 | Egidio        | Gentile    | 1988-10-09    | HGIIDN84W56K222J | 2021-05-07     | 620716              | renato.marchetti@fontana.com         |
|  685 |        62 | Fatima        | Gatti      | 1983-07-22    | TWJUSD94D58W535S | 2019-05-31     | 620717              | noel60@yahoo.it                      |
|  686 |        59 | Carlo         | Gentile    | 1972-11-05    | CJYQJD54W31O834X | 2018-07-19     | 620718              | maruska20@hotmail.com                |
|  687 |        74 | Clodovea      | De luca    | 1972-12-10    | ZHSDAN97Y83K260X | 2018-06-13     | 620719              | wgallo@ricci.com                     |
|  688 |        61 | Clodovea      | Marini     | 1993-02-03    | CRBIJN68D47W789B | 2020-10-07     | 620720              | eesposito@galli.it                   |
|  690 |         1 | Luce          | Martini    | 1988-09-18    | MBMYZD41K87U829X | 2019-08-17     | 620722              | yvitale@yahoo.com                    |
|  691 |         7 | Pericle       | De Angelis | 1985-10-18    | HYQSVF23S81X687H | 2020-01-05     | 620723              | guerra.fabio@libero.it               |
|  692 |        30 | Abramo        | Ferretti   | 1982-03-22    | TRYUIA51B21H108G | 2018-07-09     | 620724              | abramo33@libero.it                   |
|  693 |        56 | Sasha         | Sala       | 1987-08-28    | EBUMFC42J00M514Q | 2021-03-27     | 620725              | gallo.nicoletta@email.it             |
|  694 |        17 | Lucia         | Ferraro    | 1986-07-14    | POQLMM97O14F371A | 2019-03-05     | 620726              | montanari.ortensia@yahoo.com         |
|  695 |        37 | Boris         | Martinelli | 1990-02-25    | LMGYIC37W94J261P | 2020-04-27     | 620727              | damiana08@bianco.org                 |
|  697 |        75 | Maria         | Negri      | 1982-11-27    | UVNTRW79D73U863N | 2019-07-22     | 620729              | donati.ippolito@conte.com            |
|  698 |        73 | Celeste       | De rosa    | 1972-05-17    | IILBGP96K27J671Y | 2019-02-27     | 620730              | wruggiero@yahoo.com                  |
|  699 |         6 | Laura         | Ferrari    | 1975-10-05    | DAEQEZ72Q92P629N | 2021-01-22     | 620731              | caruso.silverio@esposito.it          |
|  701 |        41 | Fiorentino    | Longo      | 1984-04-30    | IQAQIW83S36J109M | 2018-10-02     | 620733              | battaglia.miriana@ricci.com          |
|  702 |         7 | Loredana      | Rossetti   | 1982-10-22    | EOPRZN64W53V670X | 2018-10-09     | 620734              | qgrasso@libero.it                    |
|  703 |        38 | Maristella    | Costa      | 1991-01-28    | VUEJVC02I58T382X | 2021-05-03     | 620735              | anastasio88@email.it                 |
|  704 |        54 | Rita          | De Angelis | 1971-06-22    | CUMLCA77H29A598H | 2018-09-19     | 620736              | assia.santoro@rizzi.net              |
|  705 |         5 | Marzio        | Rizzo      | 1974-09-28    | MOPJHH83Y70K456X | 2021-05-24     | 620737              | amerigo89@email.it                   |
|  707 |        39 | Emilia        | Fabbri     | 1982-11-13    | TGLRPZ55A94P287N | 2019-08-04     | 620739              | ettore72@gatti.com                   |
|  709 |        73 | Vera          | Conte      | 1973-03-05    | ICEJMT63M29W171Q | 2020-07-23     | 620741              | shaira.grasso@gmail.com              |
|  710 |        39 | Egisto        | Amato      | 1990-06-07    | SZSUWA12R81D485V | 2020-08-24     | 620742              | qgallo@libero.it                     |
|  711 |        38 | Germano       | Fontana    | 1978-05-07    | ORMJLX34K39H282C | 2021-03-22     | 620743              | isabel.pellegrino@pagano.com         |
|  712 |        26 | Kristel       | Riva       | 1984-01-01    | JLWXAS75T03A128D | 2020-12-28     | 620744              | gtesta@marchetti.it                  |
|  713 |        58 | Mirko         | Moretti    | 1973-05-30    | JTWCZJ87V25X026U | 2019-01-09     | 620745              | diana.martinelli@morelli.net         |
|  714 |        20 | Caio          | Palumbo    | 1983-03-28    | NHMQYW45O75C327W | 2019-01-11     | 620746              | kmonti@bruno.it                      |
|  715 |        19 | Ninfa         | Pellegrino | 1980-03-16    | IPHFBE01T96R243Q | 2020-02-16     | 620747              | jari63@yahoo.it                      |
|  716 |        27 | Monia         | Negri      | 1994-05-06    | BCHYGY06R66B658Z | 2021-01-08     | 620748              | nparisi@hotmail.com                  |
|  717 |        14 | Luce          | Caruso     | 1992-09-07    | HQGIEL04A32M754Z | 2018-07-13     | 620749              | drusso@conte.net                     |
|  718 |        38 | Marino        | Galli      | 1977-02-27    | HPCRTY81A75J375H | 2019-05-21     | 620750              | guendalina.derosa@orlando.net        |
|  719 |        20 | Pericle       | Donati     | 1973-08-15    | ZTQUVB51Q56E119N | 2020-04-20     | 620751              | parisi.laerte@gatti.com              |
|  720 |        37 | Cosetta       | Rossi      | 1985-05-01    | WCPGIS83D17R463G | 2020-02-11     | 620752              | wgatti@email.it                      |
|  721 |        20 | Alberto       | Bellini    | 1988-06-15    | OAGHQP48Z30P414B | 2021-05-03     | 620753              | kristel.negri@messina.org            |
|  724 |        42 | Pierfrancesco | Orlando    | 1979-04-18    | HARDIL15R74V608F | 2021-04-08     | 620756              | renato.amato@grassi.it               |
|  725 |        14 | Enrico        | Riva       | 1994-06-28    | AGGMUP29Q53Y562D | 2019-09-11     | 620757              | rossetti.gilda@ferraro.it            |
|  726 |        54 | Tosca         | Ricci      | 1994-07-10    | DRKMCB38Q84W635K | 2020-02-20     | 620758              | eusebio78@yahoo.com                  |
|  727 |        27 | Elga          | Rizzi      | 1987-08-07    | ABTVVD97U22J141Z | 2021-05-07     | 620759              | lombardo.vitalba@email.it            |
|  728 |        72 | Arturo        | De Santis  | 1972-01-04    | EFGHFZ35Q57D741N | 2019-03-18     | 620760              | cira.barone@carbone.it               |
|  729 |        60 | Loretta       | Palmieri   | 1982-12-06    | VISTNE43C43H606P | 2019-06-02     | 620761              | damico.maristella@rinaldi.com        |
|  730 |        65 | Manfredi      | Moretti    | 1976-02-20    | QSLQME04Y32M327D | 2021-05-05     | 620762              | fgatti@gmail.com                     |
|  731 |        28 | Felicia       | Farina     | 1975-11-23    | PPYSKH70X95C582X | 2019-09-26     | 620763              | deluca.alighiero@sala.it             |
|  732 |        12 | Kris          | Ferretti   | 1974-03-02    | MCSBYU15J60I730M | 2020-08-29     | 620764              | imonti@yahoo.it                      |
|  733 |        41 | Ursula        | Martino    | 1980-06-14    | WKWSXV33L74Z212D | 2019-05-22     | 620765              | piccarda.mancini@esposito.net        |
|  734 |        42 | Giorgio       | Battaglia  | 1993-01-27    | MDJLCW80I27X788C | 2021-01-09     | 620766              | sala.cleopatra@email.it              |
|  735 |        11 | Gianleonardo  | D'amico    | 1979-11-29    | SHICHJ88B37J210V | 2020-12-13     | 620767              | jari.lombardo@valentini.it           |
|  736 |        41 | Mariagiulia   | Silvestri  | 1974-01-31    | IVSRAJ73K92O884A | 2018-11-08     | 620768              | donati.felicia@monti.com             |
|  737 |        73 | Danuta        | Amato      | 1991-08-03    | LXYMCV49K13F828L | 2019-05-29     | 620769              | abramo.ferrari@fontana.com           |
|  738 |         7 | Serse         | Cattaneo   | 1976-11-28    | IATFQB78V48C070Y | 2020-11-20     | 620770              | rocco.cattaneo@amato.org             |
|  740 |        26 | Neri          | Ferri      | 1988-08-09    | MUCYEM36Q44Y850S | 2020-03-27     | 620772              | yrizzi@fiore.it                      |
|  744 |        50 | Gianriccardo  | Marini     | 1980-12-25    | SCMKDM06N88V657P | 2019-11-21     | 620776              | kai.gatti@hotmail.com                |
|  746 |        11 | Emanuel       | Rinaldi    | 1988-03-23    | ZMHJBJ88O51P476R | 2019-11-29     | 620778              | ifarina@rinaldi.org                  |
